variable,data_type,description,disposition,topic,subtopic,record_level
RPNCHILD5,Numeric,Person number of child 5,0,Demographics,Demographics Recodes,Person
RPNCHILD6,Numeric,Person number of child 6,0,Demographics,Demographics Recodes,Person
RPNCHILD7,Numeric,Person number of child 7,0,Demographics,Demographics Recodes,Person
RPNCHILD8,Numeric,Person number of child 8,0,Demographics,Demographics Recodes,Person
RPNCHILD9,Numeric,Person number of child 9,0,Demographics,Demographics Recodes,Person
RPNPAR1_EHC,Numeric,Person number of parent 1 at this month,0,Demographics,Demographics Recodes,Person-month
RPNPAR2_EHC,Numeric,Person number of parent 2 at this month,0,Demographics,Demographics Recodes,Person-month
RREL1,Numeric,Monthly household relationship to person,0,Demographics,Demographics Recodes,Person-month
RREL10,Numeric,Monthly household relationship to person,0,Demographics,Demographics Recodes,Person-month
RREL11,Numeric,Monthly household relationship to person,0,Demographics,Demographics Recodes,Person-month
RREL12,Numeric,Monthly household relationship to person,0,Demographics,Demographics Recodes,Person-month
RREL13,Numeric,Monthly household relationship to person,0,Demographics,Demographics Recodes,Person-month
RREL14,Numeric,Monthly household relationship to person,0,Demographics,Demographics Recodes,Person-month
RREL15,Numeric,Monthly household relationship to person,0,Demographics,Demographics Recodes,Person-month
RREL16,Numeric,Monthly household relationship to person,0,Demographics,Demographics Recodes,Person-month
RREL17,Numeric,Monthly household relationship to person,0,Demographics,Demographics Recodes,Person-month
RREL2,Numeric,Monthly household relationship to person,0,Demographics,Demographics Recodes,Person-month
RREL3,Numeric,Monthly household relationship to person,0,Demographics,Demographics Recodes,Person-month
RREL4,Numeric,Monthly household relationship to person,0,Demographics,Demographics Recodes,Person-month
RREL5,Numeric,Monthly household relationship to person,0,Demographics,Demographics Recodes,Person-month
RREL6,Numeric,Monthly household relationship to person,0,Demographics,Demographics Recodes,Person-month
RREL7,Numeric,Monthly household relationship to person,0,Demographics,Demographics Recodes,Person-month
RREL8,Numeric,Monthly household relationship to person,0,Demographics,Demographics Recodes,Person-month
RREL9,Numeric,Monthly household relationship to person,0,Demographics,Demographics Recodes,Person-month
RREL_PNUM1,Numeric,Person number for monthly relationship,0,Demographics,Demographics Recodes,Person-month
RREL_PNUM10,Numeric,Person number for monthly relationship,0,Demographics,Demographics Recodes,Person-month
RREL_PNUM11,Numeric,Person number for monthly relationship,0,Demographics,Demographics Recodes,Person-month
RREL_PNUM12,Numeric,Person number for monthly relationship,0,Demographics,Demographics Recodes,Person-month
RREL_PNUM13,Numeric,Person number for monthly relationship,0,Demographics,Demographics Recodes,Person-month
RREL_PNUM14,Numeric,Person number for monthly relationship,0,Demographics,Demographics Recodes,Person-month
RREL_PNUM15,Numeric,Person number for monthly relationship,0,Demographics,Demographics Recodes,Person-month
RREL_PNUM16,Numeric,Person number for monthly relationship,0,Demographics,Demographics Recodes,Person-month
RREL_PNUM17,Numeric,Person number for monthly relationship,0,Demographics,Demographics Recodes,Person-month
RREL_PNUM2,Numeric,Person number for monthly relationship,0,Demographics,Demographics Recodes,Person-month
RREL_PNUM3,Numeric,Person number for monthly relationship,0,Demographics,Demographics Recodes,Person-month
RREL_PNUM4,Numeric,Person number for monthly relationship,0,Demographics,Demographics Recodes,Person-month
RREL_PNUM5,Numeric,Person number for monthly relationship,0,Demographics,Demographics Recodes,Person-month
RREL_PNUM6,Numeric,Person number for monthly relationship,0,Demographics,Demographics Recodes,Person-month
RREL_PNUM7,Numeric,Person number for monthly relationship,0,Demographics,Demographics Recodes,Person-month
RREL_PNUM8,Numeric,Person number for monthly relationship,0,Demographics,Demographics Recodes,Person-month
RREL_PNUM9,Numeric,Person number for monthly relationship,0,Demographics,Demographics Recodes,Person-month
EORIGIN,Numeric,"Is ... Spanish, Hispanic, or Latino?",1,Demographics,Hispanic Origin,Person
ERELRPE,Numeric,Household relationship (detailed categories),1,Demographics,Household Relationship,Person
EMS,Numeric,"Is ... currently married, widowed, divorced, separated, or never married?",1,Demographics,Marital Status,Person
ECITIZEN,Numeric,Is ... a citizen of the United States?,1,Demographics,Nativity and Citizenship,Person
ENATCIT,Numeric,How did ... become a U.S citizen?,1,Demographics,Nativity and Citizenship,Person
EPNSPOUSE,Numeric,Person number of spouse,0,Demographics,Marital Status,Person
TIMSTAT,Numeric,What was ... immigration status when he/she first moved to the United States?,1,Demographics,Nativity and Citizenship,Person
TYRENTRY,Numeric,When did ... come to live in the U.S.?,1,Demographics,Nativity and Citizenship,Person
EHOWWELL,Numeric,How well does ... speak English?,1,Demographics,Non-English Speaking,Person
TLANG1,Numeric,What language does ... speak at home?,1,Demographics,Non-English Speaking,Person
ERACE,Numeric,What race(s) does ... consider herself/himself to be?,1,Demographics,Race,Person
TRACE,Numeric,What race(s) does ... consider herself/himself to be? (detailed categories),1,Demographics,Race,Person
ESEX,Numeric,Sex of this person,1,Demographics,Sex,Person
EPAR1TYP,Numeric,Type of relationship to parent 1,0,Demographics,Parent Relationship,Person
EPAR2TYP,Numeric,Type of relationship to parent 2,0,Demographics,Parent Relationship,Person
EPNPAR1,Numeric,Person number of parent 1,0,Demographics,Parent Relationship,Person
EPNPAR2,Numeric,Person number of parent 2,0,Demographics,Parent Relationship,Person
EAF1,Numeric,September 2001 to present,0,Demographics,Period Served in Military,Person
EAF2,Numeric,August 1990 to August 2001,0,Demographics,Period Served in Military,Person
EAF3,Numeric,May 1975 to July 1990,0,Demographics,Period Served in Military,Person
EAF4,Numeric,Vietnam Era,0,Demographics,Period Served in Military,Person
EAF5,Numeric,February 1955 to July 1964,0,Demographics,Period Served in Military,Person
EAF6,Numeric,Korean War,0,Demographics,Period Served in Military,Person
EAF7,Numeric,January 1947 to June 1950,0,Demographics,Period Served in Military,Person
EAF8,Numeric,World War II,0,Demographics,Period Served in Military,Person
EAFNOW,Numeric,Is this person currently on active duty in the U.S. Armed Forces?,0,Demographics,Period Served in Military,Person
TDOB_BYEAR,Numeric,Year of birth,2,Demographics,Age,Person
TBORNPLACE,Character,Recoded Place of Birth,2,Demographics,Demographics Recodes,Person
EBORNUS,Numeric,Where was ... born?,2,Demographics,Nativity and Citizenship,Person
